id,type,term,sense,translation,example_de,example_en,levels,part_of_speech,native_frequency_rating,native_frequency_label,native_frequency_notes,rated_by,rated_at,corpus_rank,register,regional_labels,contexts,tags,gender,plural,genitive_singular,is_reflexive,is_separable,auxiliary,present_er_sie_es,praeteritum,partizip_ii,valency,collocations,synonyms,antonyms,false_friends,source_name,source_url,review_status
59,word,Ärztin,female medical practitioner / physician,doctor (female),Morgen habe ich einen Termin bei meiner Ärztin.,Tomorrow I have an appointment with my doctor.,A1,noun,5,very high,Core medical profession noun,curator,2026-03-28,240,standard,DACH,"health;professions","noun;health",feminine,Ärztinnen,Ärztin,FALSE,FALSE,,,,,,none,"zur Ärztin gehen; Termin bei der Ärztin","Medizinerin; Frau Doktor",Arzt,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
60,word,auch,"in addition; likewise","also, too, as well",Ich bin auch Spanier.,I am also Spanish.,A1,adverb,5,very high,High-frequency connecting particle,curator,2026-03-28,14,standard,DACH,general,"adverb;;",,,FALSE,FALSE,,,,,,none,"auch so; ich auch","ebenfalls; ebenso",,not English 'ouch',Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
61,word,auf,"located on a surface or directed upward; in a language","on, upon, in",Die Kinder spielen auf der Straße. / Auf Wiedersehen. / Wie heißt das auf Deutsch?,The children are playing on the street. / Goodbye. / What is that called in German?,A1,preposition,5,very high,Core two-way preposition and idiom marker,curator,2026-03-28,9,standard,DACH,"spatial;idiomatic","preposition;;",,,FALSE,FALSE,,,,,+ Dativ / + Akkusativ,"auf der Straße; auf Deutsch; auf Wiedersehen",über,,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
62,phrase,auf sein,"to be unclosed or open (doors, windows, venues)",to be open,Du brauchst den Schlüssel nicht. Die Wohnung ist auf.,You don't need the key. The apartment is unlocked/open.,A1,phrase,4,high,Colloquial state predicate,curator,2026-03-28,380,standard,DACH,"housing;daily life","phrase;;",,,FALSE,FALSE,sein,ist auf,war auf,gewesen sein,intransitive,"die Tür ist auf; das Fenster ist auf","geöffnet sein; offen sein","zu sein; geschlossen sein",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
63,word,Aufgabe,piece of work to be done or exercise/problem,"task, exercise, problem",Das ist eine schwere Aufgabe.,That is a difficult task.,A1,noun,4,high,"Education, exam, and daily work term",curator,2026-03-28,190,standard,DACH,"education;exam;work","noun;learning",feminine,Aufgaben,Aufgabe,FALSE,FALSE,,,,,,none,"eine schwere Aufgabe; Hausaufgabe","Übung; Pflicht; Auftrag",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
64,word,aufhören,to cease or come to an end,"to stop, to end, to finish",Der Kurs hört in einer Woche auf. / Hier hört die Bahnhofstraße auf.,The course finishes in a week. / This is where Bahnhofstraße ends.,A1,verb,4,high,Routine temporal/spatial endpoint verb,curator,2026-03-28,340,standard,DACH,"general;education","verb;;",,,FALSE,TRUE,haben,hört auf,hörte auf,aufgehört,"intransitive; mit + Dativ","mit dem Rauchen aufhören; gleich aufhören","enden; stoppen","anfangen; beginnen",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
65,word,aufstehen,to rise from a sitting/lying position or get out of bed,"to get up, to stand up",Ich muss immer um vier Uhr aufstehen. / Soll ich aufstehen?,I always have to get up at four o'clock. / Should I stand up?,A1,verb,5,very high,Core morning routine and physical movement verb,curator,2026-03-28,210,standard,DACH,"daily life;routine","verb;routine;;",,,FALSE,TRUE,sein,steht auf,stand auf,aufgestanden,intransitive,"früh aufstehen; vom Stuhl aufstehen","erwachen; sich erheben","schlafen; hinsetzen",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
66,word,Aufzug,mechanical device for moving people between floors,"elevator, lift",In diesem Haus gibt es keinen Aufzug.,There is no elevator in this house.,A1,noun,4,high,Housing and public infrastructure vocabulary,curator,2026-03-28,910,standard,DACH,"housing;travel","noun;building",masculine,Aufzüge,Aufzuges,FALSE,FALSE,,,,,,none,"den Aufzug nehmen; im Aufzug fahren","Fahrstuhl; Lift",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
67,word,Auge,organ of sight,eye,Er hat blaue Augen.,He has blue eyes.,A1,noun,5,very high,Core anatomy and physical description noun,curator,2026-03-28,110,standard,DACH,"body;description","noun;body",neuter,Augen,Auges,FALSE,FALSE,,,,,,none,"blaue Augen; die Augen öffnen",Sehorgan,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
68,word,August,eighth month of the calendar year,August,Im August ist es sehr heiß.,In August it is very hot.,A1,noun,4,high,Core calendar month noun,curator,2026-03-28,215,standard,DACH,"time;calendar","noun;calendar",masculine,Auguste,Augusts,FALSE,FALSE,,,,,,none,"im August; Mitte August",Spätsommermonat,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
69,word,aus,"indicating origin, departure from inside, or material","from, out of",Er kommt aus Brasilien.,He comes from Brazil.,A1,preposition,5,very high,Fundamental spatial and provenance preposition,curator,2026-03-28,15,standard,DACH,"spatial;origin","preposition;origin;;",,,FALSE,FALSE,,,,,+ Dativ,"kommen aus; aus dem Haus gehen",von,,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
70,phrase,aus sein,to be turned off (appliances) or ended (class/event),"to be off, to be over",Das Licht ist aus. / Die Schule ist aus.,The light is off. / School is out.,A1,phrase,4,high,Everyday state predicate,curator,2026-03-28,320,standard,DACH,"household;education","phrase;;",,,FALSE,FALSE,sein,ist aus,war aus,gewesen sein,intransitive,"die Schule ist aus; das Radio ist aus","ausgeschaltet sein; vorbei sein","an sein; geöffnet sein",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
71,word,Ausbildung,structured program of vocational learning and practical training,"training; vocational education",Sie macht eine Ausbildung im Hotel.,She is doing vocational training at the hotel.,A1,noun,4,high,Core career and educational learning noun,curator,2026-03-28,280,standard,DACH,"education;work","noun;education",feminine,Ausbildungen,Ausbildung,FALSE,FALSE,,,,,,none,"eine Ausbildung machen; Berufsausbildung","Lehre; Qualifikation; Schulung",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
72,word,Ausflug,short journey or trip for pleasure,"excursion, trip, outing",Morgen machen wir einen Ausflug nach Heidelberg.,Tomorrow we are taking a trip to Heidelberg.,A1,noun,4,high,Leisure and tourism vocabulary,curator,2026-03-28,870,standard,DACH,"leisure;travel","noun;leisure",masculine,Ausflüge,Ausflugs,FALSE,FALSE,,,,,,none,"einen Ausflug machen; Tagesausflug","Tour; Exkursion; Trip",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
73,word,ausfüllen,to complete a form by entering information,"to fill out, to complete",Füllen Sie bitte dieses Formular aus.,Please fill out this form.,A1,verb,4,high,Administrative and exam procedure verb,curator,2026-03-28,680,standard,DACH,"official forms;exam","verb;instructions;;",,,FALSE,TRUE,haben,füllt aus,füllte aus,ausgefüllt,+ Akkusativ,"ein Formular ausfüllen; den Fragebogen ausfüllen","eintragen; ergänzen",eintragen,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
74,word,Ausgang,door or route leading outside a building/station,"exit, way out",Wo ist der Ausgang?,Where is the exit?,A1,noun,4,high,Public orientation and building navigation term,curator,2026-03-28,670,standard,DACH,"public;travel","noun;orientation",masculine,Ausgänge,Ausgangs,FALSE,FALSE,,,,,,none,"zum Ausgang gehen; Notausgang","Ausweg; Abgang",Eingang,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
75,word,Auskunft,information or an information desk,"information, inquiry desk",Können Sie mir eine Auskunft geben?,Can you give me some information?,A1,noun,4,high,Public service and information seeking term,curator,2026-03-28,740,standard,DACH,"services;travel","noun;service",feminine,Auskünfte,Auskunft,FALSE,FALSE,,,,,,none,"eine Auskunft geben; zur Auskunft gehen","Information; Bescheid; Beratung",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
76,word,Ausland,countries outside one's own country,"foreign countries, abroad",Fahren Sie ins Ausland?,Are you traveling abroad?,A1,noun,4,high,Travel and international relations noun,curator,2026-03-28,340,standard,DACH,"travel;countries","noun;geography",neuter,,Auslands,FALSE,FALSE,,,,,,none,"ins Ausland fahren; im Ausland leben",Fremde,"Inland; Heimat",Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
77,word,Ausländer,person residing in a country who is not a citizen,foreigner,Sind Sie Ausländerin?,Are you a foreigner?,A1,noun,4,high,Official and demographic vocabulary,curator,2026-03-28,490,standard,DACH,"identity;society","noun;people",masculine,Ausländer,Ausländers,FALSE,FALSE,,,,,,none,"ausländischer Bürger; für Ausländer","Nicht-Staatsbürger; Fremder","Einheimischer; Inländer",Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
78,word,Ausländerin,female resident not possessing citizenship of the host country,foreigner (female),Sind Sie Ausländerin?,Are you a foreigner?,A1,noun,4,high,Official demographic noun,curator,2026-03-28,520,standard,DACH,"identity;society","noun;people",feminine,Ausländerinnen,Ausländerin,FALSE,FALSE,,,,,,none,"als Ausländerin leben; Ausländerbehörde",Nicht-Staatsbürgerin,"Ausländer; Inländerin",Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
79,word,ausländisch,belonging to or originating from another country,foreign,Leider habe ich nur ausländisches Geld.,"Unfortunately, I only have foreign currency.",A1,adjective,4,high,Descriptive adjective for non-native entities,curator,2026-03-28,460,standard,DACH,"travel;finance","adjective;;",,,FALSE,FALSE,,,,,,none,"ausländisches Geld; ausländische Gäste","fremd; international","inländisch; heimatlich",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
80,word,ausmachen,to turn off an electrical appliance or extinguish light,"to switch off, to turn off",Mach bitte das Licht aus!,Please turn off the light!,A1,verb,4,high,Everyday household verb,curator,2026-03-28,290,standard,DACH,"household;daily life","verb;;",,,FALSE,TRUE,haben,macht aus,machte aus,ausgemacht,+ Akkusativ,"das Licht ausmachen; das Handy ausmachen","ausschalten; löschen","anmachen; einschalten",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
81,word,Aussage,"statement, proposition, or testimony","statement, assertion",Ist die Aussage richtig oder falsch?,Is the statement true or false?,A1,noun,4,high,Core test and reading/listening exercise word,curator,2026-03-28,310,standard,DACH,"exam;communication","noun;test",feminine,Aussagen,Aussage,FALSE,FALSE,,,,,,none,"richtige Aussage; Aussage treffen","Behauptung; Angabe",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
82,word,aussehen,to have a particular physical appearance or look,"to look, to appear",Das sieht schön aus.,That looks beautiful.,A1,verb,5,very high,Core descriptive verb,curator,2026-03-28,120,standard,DACH,"description;general","verb;;",,,FALSE,TRUE,haben,sieht aus,sah aus,ausgesehen,"intransitive; nach + Dativ / wie + Nom.","gut aussehen; müde aussehen","wirken; scheinen","wirken; scheinen",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
83,word,Aussehen,external physical appearance of a person,"appearance; looks",Sein Aussehen ist sehr gepflegt.,His appearance is very neat.,A1,noun,4,high,Visual profile and description noun,curator,2026-03-28,410,standard,DACH,"description;identity","noun;description",neuter,,Aussehens,FALSE,FALSE,,,,,,none,"gutes Aussehen; das äußere Aussehen","Erscheinung; Optik; Anblick",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
84,word,aussteigen,"to leave a vehicle (bus, train, car)","to get off, to disembark, to exit",Wo muss ich aussteigen?,Where do I have to get off?,A1,verb,4,high,Essential public transport action verb,curator,2026-03-28,520,standard,DACH,"travel;transport","verb;transport;;",,,FALSE,TRUE,sein,steigt aus,stieg aus,ausgestiegen,"intransitive; aus + Dativ",an der nächsten Haltestelle aussteigen,verlassen,"einsteigen; umsteigen",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
85,word,Ausweis,official identity document,"identity card, ID",Hier ist mein Ausweis.,Here is my identity card.,A1,noun,4,high,Official identification and administrative term,curator,2026-03-28,620,standard,DACH,"identity;official forms","noun;documents",masculine,Ausweise,Ausweises,FALSE,FALSE,,,,,,none,"den Ausweis zeigen; gültiger Ausweis","Personalausweis; ID-Karte",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
86,word,ausziehen,"to remove clothes or shoes; to move out of an apartment","to take off (clothes), to undress, to move out","Zieh die Schuhe aus, bitte!","Take off your shoes, please!",A1,verb,4,high,Everyday routine and housing action verb,curator,2026-03-28,360,standard,DACH,"clothing;housing","verb;;",,,TRUE,TRUE,haben,zieht aus,zog aus,ausgezogen,"sich ausziehen; + Akkusativ","die Schuhe ausziehen; aus der Wohnung ausziehen","ablegen; entkleiden","anziehen; einziehen",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
87,word,Auto,passenger motor vehicle,"car, automobile",Er kommt mit dem Auto.,He is coming by car.,A1,noun,5,very high,Core transport noun,curator,2026-03-28,95,standard,DACH,"travel;transport","noun;transport",neuter,Autos,Autos,FALSE,FALSE,,,,,,none,"mit dem Auto fahren; Auto kaufen","Wagen; Kraftfahrzeug; Pkw",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
88,word,Autobahn,controlled-access highway / motorway,"highway, motorway, freeway",Wo geht's hier bitte zur Autobahn?,"Which way to the highway, please?",A1,noun,4,high,Road transport and directions term,curator,2026-03-28,510,standard,DACH,"travel;transport","noun;transport",feminine,Autobahnen,Autobahn,FALSE,FALSE,,,,,,none,"auf die Autobahn fahren; Autobahnausfahrt","Schnellstraße; Fernstraße",Landstraße,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
89,word,Automat,"self-service machine (ticket, vending, ATM)","ticket machine, vending machine, dispenser",Die Fahrkarten gibt es nur am Automaten.,Tickets are only available at the machine.,A1,noun,4,high,Public services and ticketing term,curator,2026-03-28,790,standard,DACH,"shopping;travel","noun;services",masculine,Automaten,Automaten,FALSE,FALSE,,,,,,none,"am Automaten kaufen; Geldautomat","Fahrkartenautomat; Apparat",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
90,word,automatisch,"working without direct human intervention; self-acting","automatic, automatically",Du musst nichts machen. Das geht automatisch.,You don't need to do anything. It works automatically.,A1,adjective,4,high,Everyday descriptive adjective/adverb,curator,2026-03-28,420,standard,DACH,"technology;general","adjective;adverb;;",,,FALSE,FALSE,,,,,,none,"automatisch gehen; automatische Tür",selbsttätig,"manuell; von Hand",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
91,word,Baby,very young child or infant,"baby, infant",Mein Kind ist noch ein Baby.,My child is still a baby.,A1,noun,4,high,Core family vocabulary,curator,2026-03-28,950,standard,DACH,"family;childcare","noun;family",neuter,Babys,Babys,FALSE,FALSE,,,,,,none,"ein Baby bekommen; Baby wickeln","Säugling; Kleinkind",Erwachsener,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
92,word,Bäckerei,shop where bread and pastries are sold,bakery,Ich geh mal schnell zur Bäckerei.,I am just going quickly to the bakery.,A1,noun,4,high,Essential daily shopping venue,curator,2026-03-28,1180,standard,DACH,"shopping;food","noun;shopping",feminine,Bäckereien,Bäckerei,FALSE,FALSE,,,,,,none,"zur Bäckerei gehen; frische Brötchen aus der Bäckerei","Backstube; Bäckerladen",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
93,word,Bad,"room containing a bath or shower; a bath","bathroom; bath",Wir haben kein großes Bad.,We do not have a large bathroom.,A1,noun,4,high,Core household and lodging noun,curator,2026-03-28,480,standard,DACH,"housing;hygiene","noun;housing",neuter,Bäder,Bades,FALSE,FALSE,,,,,,none,"ein Bad nehmen; im Bad sein","Badezimmer; Wannenbad",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
94,word,baden,to wash oneself in a bath or go swimming,"to bathe; to swim",Ich bade nicht so gern ich dusche lieber.,"I don't really like taking a bath, I prefer taking a shower.",A1,verb,4,high,Everyday personal hygiene verb,curator,2026-03-28,620,standard,DACH,"hygiene;leisure","verb;;",,,FALSE,FALSE,haben,badet,badete,gebadet,intransitive,"warm baden; im See baden","ein Bad nehmen; schwimmen",duschen,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
